,AwardType,Name,Project,SubjectArea,Species,Year,Value
1620,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2017..FY18.,NA
1621,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2017..FY18.,NA
1622,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2017..FY18.,NA
1623,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2017..FY18.,NA
1624,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2017..FY18.,NA
1625,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2017..FY18.,NA
1626,Misc,Atkinson,Graduate Student Support,NA,NA,X2017..FY18.,NA
1627,Misc,Christie,Wakefield Symposium Support,NA,NA,X2017..FY18.,NA
1628,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2017..FY18.,NA
1629,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2017..FY18.,NA
1630,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2017..FY18.,NA
1631,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2017..FY18.,NA
1632,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2017..FY18.,NA
1633,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2017..FY18.,NA
1634,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2017..FY18.,NA
1635,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2017..FY18.,NA
1636,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2017..FY18.,50000
1637,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2017..FY18.,NA
1638,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2017..FY18.,50000
1639,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2018..FY19.,NA
1640,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2018..FY19.,NA
1641,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2018..FY19.,NA
1642,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2018..FY19.,NA
1643,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2018..FY19.,NA
1644,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2018..FY19.,NA
1645,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2018..FY19.,NA
1646,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2018..FY19.,NA
1647,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2018..FY19.,NA
1648,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2018..FY19.,NA
1649,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2018..FY19.,NA
1650,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2018..FY19.,NA
1651,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2018..FY19.,NA
1652,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2018..FY19.,NA
1653,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2018..FY19.,NA
1654,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2018..FY19.,NA
1655,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2018..FY19.,NA
1656,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2018..FY19.,NA
1657,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2018..FY19.,NA
1658,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2018..FY19.,NA
1659,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2018..FY19.,NA
1660,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2018..FY19.,NA
1661,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2018..FY19.,NA
1662,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2018..FY19.,NA
1663,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2018..FY19.,NA
1664,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2018..FY19.,NA
1665,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2018..FY19.,NA
1666,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2018..FY19.,NA
1667,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2018..FY19.,NA
1668,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2018..FY19.,NA
1669,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2018..FY19.,NA
1670,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2018..FY19.,NA
1671,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2018..FY19.,NA
1672,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2018..FY19.,NA
1673,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2018..FY19.,NA
1674,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2018..FY19.,NA
1675,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2018..FY19.,NA
1676,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2018..FY19.,NA
1677,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2018..FY19.,NA
1678,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2018..FY19.,NA
1679,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2018..FY19.,NA
1680,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2018..FY19.,NA
1681,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2018..FY19.,NA
1682,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2018..FY19.,NA
1683,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2018..FY19.,NA
1684,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2018..FY19.,NA
1685,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2018..FY19.,NA
1686,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2018..FY19.,NA
1687,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2018..FY19.,NA
1688,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2018..FY19.,NA
1689,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2018..FY19.,NA
1690,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2018..FY19.,NA
1691,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2018..FY19.,NA
1692,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2018..FY19.,NA
1693,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2018..FY19.,32922
1694,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2018..FY19.,NA
1695,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2018..FY19.,NA
1696,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2018..FY19.,NA
1697,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2018..FY19.,NA
1698,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2018..FY19.,7775
1699,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2018..FY19.,NA
1700,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2018..FY19.,NA
1701,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2018..FY19.,14769
1702,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2018..FY19.,61125
1703,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2018..FY19.,63779
1704,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2018..FY19.,0
1705,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2018..FY19.,45503
1706,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2018..FY19.,NA
1707,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2018..FY19.,NA
1708,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2018..FY19.,NA
1709,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2018..FY19.,NA
1710,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2018..FY19.,NA
1711,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2018..FY19.,NA
1712,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2018..FY19.,NA
1713,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2018..FY19.,NA
1714,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2018..FY19.,NA
1715,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2018..FY19.,NA
1716,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2018..FY19.,NA
1717,Misc,Atkinson,Graduate Student Support,NA,NA,X2018..FY19.,NA
1718,Misc,Christie,Wakefield Symposium Support,NA,NA,X2018..FY19.,NA
1719,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2018..FY19.,NA
1720,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2018..FY19.,NA
1721,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2018..FY19.,NA
1722,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2018..FY19.,NA
1723,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2018..FY19.,NA
1724,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2018..FY19.,NA
1725,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2018..FY19.,NA
1726,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2018..FY19.,NA
1727,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2018..FY19.,NA
1728,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2018..FY19.,NA
1729,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2018..FY19.,NA
1730,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2019..FY20.,NA
1731,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2019..FY20.,NA
1732,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2019..FY20.,NA
1733,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2019..FY20.,NA
1734,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2019..FY20.,NA
1735,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2019..FY20.,NA
1736,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2019..FY20.,NA
1737,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2019..FY20.,NA
1738,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2019..FY20.,NA
1739,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2019..FY20.,NA
1740,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2019..FY20.,NA
1741,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2019..FY20.,NA
1742,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2019..FY20.,NA
1743,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2019..FY20.,NA
1744,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2019..FY20.,NA
1745,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2019..FY20.,NA
1746,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2019..FY20.,NA
1747,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2019..FY20.,NA
1748,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2019..FY20.,NA
1749,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2019..FY20.,NA
1750,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2019..FY20.,NA
1751,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2019..FY20.,NA
1752,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2019..FY20.,NA
1753,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2019..FY20.,NA
1754,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2019..FY20.,NA
1755,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2019..FY20.,NA
1756,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2019..FY20.,NA
1757,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2019..FY20.,NA
1758,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2019..FY20.,NA
1759,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2019..FY20.,NA
1760,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2019..FY20.,NA
1761,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2019..FY20.,NA
1762,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2019..FY20.,NA
1763,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2019..FY20.,NA
1764,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2019..FY20.,NA
1765,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2019..FY20.,NA
1766,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2019..FY20.,NA
1767,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2019..FY20.,NA
1768,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2019..FY20.,NA
1769,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2019..FY20.,NA
1770,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2019..FY20.,NA
1771,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2019..FY20.,NA
1772,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2019..FY20.,NA
1773,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2019..FY20.,NA
1774,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2019..FY20.,NA
1775,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2019..FY20.,NA
1776,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2019..FY20.,NA
1777,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2019..FY20.,NA
1778,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2019..FY20.,NA
1779,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2019..FY20.,NA
1780,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2019..FY20.,NA
1781,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2019..FY20.,NA
1782,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2019..FY20.,NA
1783,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2019..FY20.,NA
1784,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2019..FY20.,NA
1785,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2019..FY20.,NA
1786,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2019..FY20.,NA
1787,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2019..FY20.,NA
1788,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2019..FY20.,NA
1789,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2019..FY20.,NA
1790,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2019..FY20.,NA
1791,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2019..FY20.,NA
1792,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2019..FY20.,NA
1793,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2019..FY20.,NA
1794,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2019..FY20.,66228
1795,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2019..FY20.,NA
1796,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2019..FY20.,NA
