,AwardType,Name,Project,SubjectArea,Species,Year,Value
1369,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2015..FY16.,NA
1370,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2015..FY16.,NA
1371,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2015..FY16.,NA
1372,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2015..FY16.,NA
1373,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2015..FY16.,NA
1374,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2015..FY16.,NA
1375,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2015..FY16.,NA
1376,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2015..FY16.,NA
1377,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2015..FY16.,NA
1378,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2015..FY16.,NA
1379,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2015..FY16.,NA
1380,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2015..FY16.,NA
1381,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2015..FY16.,NA
1382,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2015..FY16.,NA
1383,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2015..FY16.,NA
1384,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2015..FY16.,NA
1385,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2015..FY16.,NA
1386,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2015..FY16.,NA
1387,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2015..FY16.,NA
1388,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2015..FY16.,NA
1389,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2015..FY16.,NA
1390,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2015..FY16.,NA
1391,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2015..FY16.,NA
1392,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2015..FY16.,NA
1393,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2015..FY16.,NA
1394,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2015..FY16.,NA
1395,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2015..FY16.,NA
1396,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2015..FY16.,NA
1397,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2015..FY16.,NA
1398,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2015..FY16.,NA
1399,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2015..FY16.,NA
1400,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2015..FY16.,NA
1401,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2015..FY16.,NA
1402,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2015..FY16.,NA
1403,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2015..FY16.,NA
1404,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2015..FY16.,NA
1405,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2015..FY16.,NA
1406,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2015..FY16.,NA
1407,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2015..FY16.,NA
1408,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2015..FY16.,NA
1409,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2015..FY16.,NA
1410,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2015..FY16.,NA
1411,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2015..FY16.,NA
1412,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2015..FY16.,NA
1413,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2015..FY16.,NA
1414,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2015..FY16.,NA
1415,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2015..FY16.,NA
1416,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2015..FY16.,NA
1417,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2015..FY16.,NA
1418,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2015..FY16.,70000
1419,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2015..FY16.,NA
1420,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2015..FY16.,NA
1421,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2015..FY16.,NA
1422,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2015..FY16.,0
1423,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2015..FY16.,103925
1424,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2015..FY16.,76618
1425,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2015..FY16.,NA
1426,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2015..FY16.,NA
1427,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2015..FY16.,NA
1428,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2015..FY16.,NA
1429,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2015..FY16.,NA
1430,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2015..FY16.,NA
1431,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2015..FY16.,NA
1432,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2015..FY16.,NA
1433,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2015..FY16.,NA
1434,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2015..FY16.,NA
1435,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2015..FY16.,NA
1436,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2015..FY16.,NA
1437,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2015..FY16.,NA
1438,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2015..FY16.,NA
1439,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2015..FY16.,NA
1440,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2015..FY16.,NA
1441,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2015..FY16.,NA
1442,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2015..FY16.,NA
1443,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2015..FY16.,NA
1444,Misc,Atkinson,Graduate Student Support,NA,NA,X2015..FY16.,NA
1445,Misc,Christie,Wakefield Symposium Support,NA,NA,X2015..FY16.,NA
1446,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2015..FY16.,NA
1447,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2015..FY16.,NA
1448,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2015..FY16.,NA
1449,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2015..FY16.,NA
1450,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2015..FY16.,NA
1451,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2015..FY16.,NA
1452,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2015..FY16.,50872
1453,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2015..FY16.,NA
1454,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2015..FY16.,NA
1455,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2015..FY16.,50000
1456,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2015..FY16.,NA
1457,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2016..FY17.,NA
1458,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2016..FY17.,NA
1459,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2016..FY17.,NA
1460,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2016..FY17.,NA
1461,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2016..FY17.,NA
1462,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2016..FY17.,NA
1463,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2016..FY17.,NA
1464,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2016..FY17.,NA
1465,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2016..FY17.,NA
1466,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2016..FY17.,NA
1467,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2016..FY17.,NA
1468,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2016..FY17.,NA
1469,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2016..FY17.,NA
1470,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2016..FY17.,NA
1471,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2016..FY17.,NA
1472,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2016..FY17.,NA
1473,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2016..FY17.,NA
1474,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2016..FY17.,NA
1475,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2016..FY17.,NA
1476,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2016..FY17.,NA
1477,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2016..FY17.,NA
1478,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2016..FY17.,NA
1479,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2016..FY17.,NA
1480,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2016..FY17.,NA
1481,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2016..FY17.,NA
1482,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2016..FY17.,NA
1483,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2016..FY17.,NA
1484,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2016..FY17.,NA
1485,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2016..FY17.,NA
1486,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2016..FY17.,NA
1487,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2016..FY17.,NA
1488,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2016..FY17.,NA
1489,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2016..FY17.,NA
1490,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2016..FY17.,NA
1491,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2016..FY17.,NA
1492,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2016..FY17.,NA
1493,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2016..FY17.,NA
1494,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2016..FY17.,NA
1495,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2016..FY17.,NA
1496,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2016..FY17.,NA
1497,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2016..FY17.,NA
1498,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2016..FY17.,NA
1499,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2016..FY17.,NA
1500,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2016..FY17.,NA
1501,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2016..FY17.,NA
1502,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2016..FY17.,NA
1503,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2016..FY17.,NA
1504,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2016..FY17.,NA
1505,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2016..FY17.,NA
1506,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2016..FY17.,NA
1507,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2016..FY17.,NA
1508,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2016..FY17.,NA
1509,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2016..FY17.,NA
1510,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2016..FY17.,NA
1511,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2016..FY17.,61528
1512,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2016..FY17.,62568
1513,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2016..FY17.,77542
1514,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2016..FY17.,103246
1515,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2016..FY17.,NA
1516,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2016..FY17.,90277
1517,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2016..FY17.,63044
1518,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2016..FY17.,68877
1519,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2016..FY17.,47626
1520,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2016..FY17.,NA
1521,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2016..FY17.,NA
1522,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2016..FY17.,NA
1523,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2016..FY17.,NA
1524,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2016..FY17.,NA
1525,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2016..FY17.,NA
1526,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2016..FY17.,NA
1527,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2016..FY17.,NA
1528,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2016..FY17.,NA
1529,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2016..FY17.,NA
1530,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2016..FY17.,NA
1531,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2016..FY17.,NA
1532,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2016..FY17.,NA
1533,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2016..FY17.,NA
1534,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2016..FY17.,NA
1535,Misc,Atkinson,Graduate Student Support,NA,NA,X2016..FY17.,NA
1536,Misc,Christie,Wakefield Symposium Support,NA,NA,X2016..FY17.,NA
1537,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2016..FY17.,NA
1538,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2016..FY17.,NA
1539,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2016..FY17.,NA
1540,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2016..FY17.,NA
1541,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2016..FY17.,NA
1542,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2016..FY17.,NA
1543,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2016..FY17.,NA
1544,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2016..FY17.,NA
1545,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2016..FY17.,50000
1546,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2016..FY17.,25000
1547,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2016..FY17.,50000
1548,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2017..FY18.,NA
1549,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2017..FY18.,NA
1550,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2017..FY18.,NA
1551,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2017..FY18.,NA
1552,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2017..FY18.,NA
1553,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2017..FY18.,NA
1554,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2017..FY18.,NA
1555,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2017..FY18.,NA
1556,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2017..FY18.,NA
1557,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2017..FY18.,NA
1558,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2017..FY18.,NA
1559,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2017..FY18.,NA
1560,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2017..FY18.,NA
1561,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2017..FY18.,NA
1562,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2017..FY18.,NA
1563,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2017..FY18.,NA
1564,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2017..FY18.,NA
1565,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2017..FY18.,NA
1566,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2017..FY18.,NA
1567,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2017..FY18.,NA
1568,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2017..FY18.,NA
1569,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2017..FY18.,NA
1570,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2017..FY18.,NA
1571,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2017..FY18.,NA
1572,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2017..FY18.,NA
1573,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2017..FY18.,NA
1574,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2017..FY18.,NA
1575,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2017..FY18.,NA
1576,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2017..FY18.,NA
1577,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2017..FY18.,NA
1578,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2017..FY18.,NA
1579,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2017..FY18.,NA
1580,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2017..FY18.,NA
1581,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2017..FY18.,NA
1582,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2017..FY18.,NA
1583,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2017..FY18.,NA
1584,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2017..FY18.,NA
1585,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2017..FY18.,NA
1586,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2017..FY18.,NA
1587,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2017..FY18.,NA
1588,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2017..FY18.,NA
1589,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2017..FY18.,NA
1590,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2017..FY18.,NA
1591,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2017..FY18.,NA
1592,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2017..FY18.,NA
1593,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2017..FY18.,NA
1594,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2017..FY18.,NA
1595,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2017..FY18.,NA
1596,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2017..FY18.,NA
1597,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2017..FY18.,NA
1598,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2017..FY18.,NA
1599,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2017..FY18.,NA
1600,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2017..FY18.,NA
1601,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2017..FY18.,NA
1602,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2017..FY18.,46026
1603,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2017..FY18.,NA
1604,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2017..FY18.,NA
1605,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2017..FY18.,NA
1606,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2017..FY18.,NA
1607,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2017..FY18.,51904
1608,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2017..FY18.,61897
1609,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2017..FY18.,NA
1610,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2017..FY18.,37322
1611,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2017..FY18.,73442
1612,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2017..FY18.,59839
1613,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2017..FY18.,167633
1614,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2017..FY18.,167180
1615,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2017..FY18.,NA
1616,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2017..FY18.,NA
1617,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2017..FY18.,NA
1618,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2017..FY18.,NA
1619,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2017..FY18.,NA
